Item_Number,District,Location,Disposition,Signal_Type,Signal_Description,Occurred_Date_Time,Charge_Code,Charge_Description,Offender_Race,Offender_Gender,Offender_Age,Offender_Number,Person_Type,Victim_Race,Victim_Gender,Victim_Age,Victim_Number,Victim_Fatal_Status,Hate_Crime,Report_Type,address,GNOCDC_LAB,pop
A-08986-18,6,Delachaise St & Loyola Av,CLOSED,35,SIMPLE BATTERY,1/8/2018 14:30,14 34.2,BATTERY OF A POLICE OFFICER,BLACK,MALE,20,1,VICTIM,WHITE,MALE,48,1,Non-fatal,NA,Incident Report,"Delachaise St & Loyola Av., New Orleans, LA",MILAN,21588
C-27271-18,4,22XX Cobblestone Ln K,CLOSED,966,DRUG LAW VIOLATION,3/22/2018 15:50,40 968,PROHIBITED ACTS-- SCHEDULE III DRUGS,BLACK,MALE,33,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"2200 Cobblestone Ln K., New Orleans, LA",BEHRMAN,25562
C-25839-18,3,58XX Saint Roch Av,CLOSED,966,DRUG LAW VIOLATION,3/21/2018 12:30,NA,NA,BLACK,MALE,16,1,WITNESS,BLACK,MALE,33,2,Non-fatal,NA,Incident Report,"5800 Saint Roch Av., New Orleans, LA",MILNEBURG,14607
K-23385-18,7,56XX Read Bd,OPEN,103D,DISTURBANCE (DOMESTIC),11/17/2018 16:00,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,FEMALE,29,1,Non-fatal,NA,Incident Report,"5600 Read Bd., New Orleans, LA",WEST LAKE FOREST,25071
W-00065-18,2,63XX Saint Charles Av 70118,OPEN,21P,LOST PROPERTY,11/9/2018 15:19,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,19,1,Non-fatal,NA,Incident Report,"6300 Saint Charles Av 70118., New Orleans, LA",AUDUBON,37946
C-24233-18,1,21XX Canal St 70118,OPEN,56,SIMPLE CRIMINAL DAMAGE,3/20/2018 1:00,NA,NA,NA,NA,NA,1,REPORTING PERSON,WHITE,FEMALE,52,2,Non-fatal,NA,Incident Report,"2100 Canal St 70118., New Orleans, LA",TULANE - GRAVIER,17445
A-03607-18,2,24XX Eagle St,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2018 21:45,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,47,1,Non-fatal,NA,Incident Report,"2400 Eagle St., New Orleans, LA",HOLLYGROVE,11723
J-22810-18,6,11XX S Jefferson Davis Pw,OPEN,67A,AUTO THEFT,10/17/2018 12:00,14 67.26,THEFT OF A MOTOR VEHICLE,NA,NA,NA,1,VICTIM,WHITE,FEMALE,77,1,Non-fatal,NA,Incident Report,"1100 S Jefferson Davis Pw., New Orleans, LA",GERT TOWN,22081
I-18571-18,8,5XX Port Of New Orleans Pl,OPEN,67,THEFT,9/15/2018 14:40,14 67,THEFT,BLACK,MALE,NA,2,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"500 Port Of New Orleans Pl., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
A-21943-18,6,24XX Saint Andrew St,OPEN,103D,DISTURBANCE (DOMESTIC),1/19/2018 15:58,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,52,3,Non-fatal,NA,Incident Report,"2400 Saint Andrew St., New Orleans, LA",CENTRAL CITY,35385
L-11395-18,2,86XX Oleander St,OPEN,103D,DISTURBANCE (DOMESTIC),12/9/2018 17:00,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,FEMALE,NA,2,Non-fatal,NA,Incident Report,"8600 Oleander St., New Orleans, LA",HOLLYGROVE,11723
D-29196-18,4,General Meyer & Maura St,CLOSED,95,ILLEGAL CARRYING OF A WEAPON,4/24/2018 23:49,54 342.5,CERTAIN POSSESSION OF FIREARMS,BLACK,MALE,21,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"General Meyer & Maura St., New Orleans, LA",OLD AURORA,40130
B-29679-18,1,28XX Perdido St,OPEN,21J,MISSING/RUNAWAY JUVENILE,2/24/2018 2:20,NA,NA,WHITE,MALE,18,1,REPORTING PERSON,WHITE,MALE,52,1,Non-fatal,NA,Incident Report,"2800 Perdido St., New Orleans, LA",MID-CITY,29937
I-03313-18,5,25XX N Prieur St,OPEN,103D,DISTURBANCE (DOMESTIC),9/3/2018 20:30,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,51,1,Non-fatal,NA,Incident Report,"2500 N Prieur St., New Orleans, LA",ST. ROCH,32067
A-12038-18,3,43XX Hollygrove St,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/10/2018 23:02,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,41,1,VICTIM,BLACK,FEMALE,39,1,Non-fatal,NA,Incident Report,"4300 Hollygrove St., New Orleans, LA",DIXON,15056
G-13220-18,1,N Rendon St & Saint Philip St,UNFOUNDED,67A,AUTO THEFT,7/11/2018 3:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,NA,NA,NA,1,Non-fatal,NA,Supplemental Report,"N Rendon St & Saint Philip St., New Orleans, LA",BAYOU ST. JOHN,19352
H-09174-18,3,51XX Touro St,OPEN,21,MISCELLANEOUS INCIDENT,8/8/2018 6:43,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,FEMALE,35,2,Non-fatal,NA,Incident Report,"5100 Touro St., New Orleans, LA",ST.  ANTHONY,13897
F-04859-18,2,Dublin St & Dixon St,CLOSED,17F,FUGITIVE ATTACHMENT,6/4/2018 22:26,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,29,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"Dublin St & Dixon St., New Orleans, LA",NA,NA
E-33233-18,3,22XX Gentilly Bd,OPEN,21,MISCELLANEOUS INCIDENT,5/26/2018 19:18,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,65,1,Non-fatal,NA,Incident Report,"2200 Gentilly Bd., New Orleans, LA",DILLARD,14753
K-21647-18,1,15XX N Roman St,CLOSED,67AR,AUTO THEFT & RECOVERY,11/14/2018 22:00,NA,NA,NA,NA,NA,NA,VICTIM,BLACK,MALE,48,1,Non-fatal,NA,Supplemental Report,"1500 N Roman St., New Orleans, LA",SEVENTH WARD,23878
L-00702-18,7,70XX Bullard Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),12/1/2018 15:40,14 62,SIMPLE BURGLARY,BLACK,MALE,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"7000 Bullard Av., New Orleans, LA",LITTLE WOODS,44947
H-23596-18,6,15XX Rev John Raphael Jr St,OPEN,103D,DISTURBANCE (DOMESTIC),8/19/2018 2:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,FEMALE,45,1,Non-fatal,NA,Incident Report,"1500 Rev John Raphael Jr St., New Orleans, LA",CENTRAL CITY,35385
F-16784-18,1,21XX Governor Nicholls St,OPEN,103,DISTURBANCE,6/13/2018 22:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,UNKNOWN,MALE,56,1,Non-fatal,NA,Incident Report,"2100 Governor Nicholls St., New Orleans, LA",TREME - LAFITTE,18492
A-08510-18,5,24XX N Rampart St,OPEN,67AR,AUTO THEFT & RECOVERY,1/7/2018 22:00,14 67.26,THEFT OF A MOTOR VEHICLE,NA,NA,NA,1,VICTIM,WHITE,MALE,50,1,Non-fatal,NA,Incident Report,"2400 N Rampart St., New Orleans, LA",MARIGNY,11334
I-26841-18,6,26XX Martin Luther King Jr Bd,OPEN,67B,BICYCLE THEFT,9/21/2018 20:30,14 67,THEFT,BLACK,MALE,NA,1,VICTIM,BLACK,MALE,53,1,Non-fatal,NA,Incident Report,"2600 Martin Luther King Jr Bd., New Orleans, LA",CENTRAL CITY,35385
V-00011-18,8,7XX Bourbon St,OPEN,67F,THEFT BY FRAUD,9/14/2018 22:07,14 67.16,IDENTITY THEFT,NA,NA,NA,1,VICTIM,WHITE,MALE,29,1,Non-fatal,NA,Incident Report,"700 Bourbon St., New Orleans, LA",FRENCH QUARTER,15172
E-36237-18,5,15XX Clouet St,OPEN,21,MISCELLANEOUS INCIDENT,5/29/2018 5:00,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,27,1,Non-fatal,NA,Supplemental Report,"1500 Clouet St., New Orleans, LA",ST. CLAUDE,18616
L-25542-18,7,45XX Papania Dr 20,OPEN,103D,DISTURBANCE (DOMESTIC),12/20/2018 2:52,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,55,2,Non-fatal,NA,Incident Report,"4500 Papania Dr 20., New Orleans, LA",READ BLVD EAST,21863
K-05334-18,3,2XX N Olympia St,OPEN,103D,DISTURBANCE (DOMESTIC),11/5/2018 5:01,NA,NA,NA,NA,NA,NA,INTERVIEW,WHITE,FEMALE,26,1,Non-fatal,NA,Incident Report,"200 N Olympia St., New Orleans, LA",MID-CITY,29937
I-30279-18,1,16XX N Dupre St,OPEN,67,THEFT,9/24/2018 16:40,14 67,THEFT,NA,NA,NA,1,VICTIM,WHITE,FEMALE,55,1,Non-fatal,NA,Incident Report,"1600 N Dupre St., New Orleans, LA",FAIRGROUNDS,16551
J-25200-18,2,52XX Constance St,OPEN,103D,DISTURBANCE (DOMESTIC),10/20/2018 14:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,FEMALE,30,1,Non-fatal,NA,Incident Report,"5200 Constance St., New Orleans, LA",WEST RIVERSIDE,15349
T-00027-18,5,5XX Esplanade Av 70116,OPEN,67,THEFT,7/22/2018 11:34,14 67,THEFT,NA,NA,NA,1,VICTIM,BLACK,MALE,44,1,Non-fatal,NA,Incident Report,"500 Esplanade Av 70116., New Orleans, LA",FRENCH QUARTER,15172
A-19527-18,4,12XX Tita St,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/17/2018 12:30,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,29,1,VICTIM,BLACK,FEMALE,26,1,Non-fatal,NA,Incident Report,"1200 Tita St., New Orleans, LA",U.S. NAVAL BASE,18304
D-17375-18,5,N Claiborne Av & Gordon St,CLOSED,100,HIT AND RUN,4/15/2018 10:20,154 384,HIT AND RUN DRIVING,BLACK,FEMALE,35,1,VICTIM,BLACK,MALE,52,1,Non-fatal,NA,Supplemental Report,"N Claiborne Av & Gordon St., New Orleans, LA",ST. CLAUDE,18616
E-13993-18,8,Canal St & Royal St,OPEN,21,MISCELLANEOUS INCIDENT,5/10/2018 20:30,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,31,1,Non-fatal,NA,Incident Report,"Canal St & Royal St., New Orleans, LA",TULANE - GRAVIER,17445
C-23065-18,7,44XX Reynes St,OPEN,103D,DISTURBANCE (DOMESTIC),3/19/2018 11:56,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,45,1,Non-fatal,NA,Incident Report,"4400 Reynes St., New Orleans, LA",PLUM ORCHARD,14671
E-24236-18,7,105XX Curran Bd 6C,OPEN,29,DEATH,5/19/2018 18:00,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,24,4,Non-fatal,NA,Incident Report,"10500 Curran Bd 6C., New Orleans, LA",LITTLE WOODS,44947
C-30681-18,3,60XX Wingate Dr,CLOSED,79,VIOLATION OF PROTECTIVE ORDERS,3/25/2018 10:25,14 79,VIOLATIONS OF PROTECTIVE ORDERS,WHITE,MALE,43,1,VICTIM,WHITE,FEMALE,41,1,Non-fatal,NA,Incident Report,"6000 Wingate Dr., New Orleans, LA",ST.  ANTHONY,13897
K-00797-18,7,62XX Chef Menteur Hw,OPEN,21,MISCELLANEOUS INCIDENT,11/1/2018 14:06,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,53,1,Non-fatal,NA,Supplemental Report,"6200 Chef Menteur Hw., New Orleans, LA",VIAVANT - VENETIAN ISLES,26085
K-09986-18,6,23XX S Claiborne Av,OPEN,43MB,MISDEMEANOR SEXUAL BATTERY,11/8/2018 13:25,NA,NA,HISPANIC,MALE,NA,1,NA,NA,NA,NA,NA,Non-fatal,NA,Incident Report,"2300 S Claiborne Av., New Orleans, LA",CENTRAL CITY,35385
B-21776-18,6,38XX 3rd St,CLOSED,103F,DISTURBANCE (FIGHT),2/18/2018 12:20,54 403,DISTURBING THE PEACE,BLACK,MALE,23,2,VICTIM,BLACK,MALE,29,2,Non-fatal,NA,Incident Report,"3800 3rd St., New Orleans, LA",CENTRAL CITY,35385
G-24194-18,4,Morgan & Seguin,CLOSED,95,ILLEGAL CARRYING OF A WEAPON,7/20/2018 0:07,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,23,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"Morgan & Seguin., New Orleans, LA",NA,NA
C-00311-18,6,18XX Washington Av,CLOSED,103,DISTURBANCE,3/1/2018 8:48,54 153,CRIMINAL TRESPASS,WHITE,MALE,33,1,VICTIM,WHITE,MALE,48,1,Non-fatal,NA,Incident Report,"1800 Washington Av., New Orleans, LA",CENTRAL CITY,35385
A-11264-18,7,145XX Saigon St,OPEN,35,SIMPLE BATTERY,1/7/2018 20:00,14 35,SIMPLE BATTERY,NA,FEMALE,NA,1,VICTIM,ASIAN,FEMALE,52,1,Non-fatal,NA,Incident Report,"14500 Saigon St., New Orleans, LA",VILLAGE DE LEST,25445
H-27654-18,7,43XX Dale St,OPEN,103D,DISTURBANCE (DOMESTIC),8/22/2018 3:30,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,31,1,Non-fatal,NA,Incident Report,"4300 Dale St., New Orleans, LA",PLUM ORCHARD,14671
F-00047-18,7,70XX Bullard Av,OPEN,66,THREATS,6/1/2018 0:39,54 153,CRIMINAL TRESPASS,BLACK,MALE,NA,1,VICTIM,WHITE,MALE,23,1,Non-fatal,NA,Incident Report,"7000 Bullard Av., New Orleans, LA",LITTLE WOODS,44947
B-07430-18,2,25XX Dublin St,CLOSED,966,DRUG LAW VIOLATION,2/7/2018 9:59,54 153,CRIMINAL TRESPASS,WHITE,MALE,39,1,VICTIM,WHITE,FEMALE,64,2,Non-fatal,NA,Incident Report,"2500 Dublin St., New Orleans, LA",LEONIDAS,21271
G-35238-18,5,23XX Allen St,OPEN,103,DISTURBANCE,7/28/2018 17:45,NA,NA,HISPANIC,MALE,22,7,VICTIM,HISPANIC,FEMALE,39,4,Non-fatal,NA,Incident Report,"2300 Allen St., New Orleans, LA",SEVENTH WARD,23878
H-17173-18,7,99XX Lake Forest Bd,OPEN,21,MISCELLANEOUS INCIDENT,8/13/2018 8:20,NA,NA,NA,NA,NA,NA,VICTIM,ASIAN,FEMALE,60,1,Non-fatal,NA,Incident Report,"9900 Lake Forest Bd., New Orleans, LA",WEST LAKE FOREST,25071
L-09846-18,8,3XX Julia St,OPEN,67S,SHOPLIFTING,12/8/2018 9:45,NA,NA,BLACK,MALE,NA,1,REPORTING PERSON,HISPANIC,MALE,20,2,Non-fatal,NA,Incident Report,"300 Julia St., New Orleans, LA",LOWER GARDEN DISTRICT,18708
C-37724-18,4,Woodland & Patterson,CLOSED,966,DRUG LAW VIOLATION,3/20/2018 21:37,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,23,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"Woodland & Patterson., New Orleans, LA",NA,NA
F-22919-18,2,32XX General Ogden St,CLOSED,966,DRUG LAW VIOLATION,6/20/2018 12:50,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,FEMALE,27,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"3200 General Ogden St., New Orleans, LA",HOLLYGROVE,11723
F-26749-18,7,231XX Chef Menteur Hw,CLOSED,21R,OUT OF PARISH VEHICLE RECOVERY,6/22/2018 14:16,14 68.4,UNAUTHORIZED USE OF A MOTOR VEHICLE,NA,NA,NA,1,VICTIM,WHITE,MALE,47,1,Non-fatal,NA,Incident Report,"23100 Chef Menteur Hw., New Orleans, LA",VIAVANT - VENETIAN ISLES,26085
J-06720-18,6,7XX Race St 8414,OPEN,35,SIMPLE BATTERY,10/5/2018 22:30,54 96,BATTERY,WHITE,MALE,NA,1,VICTIM,WHITE,MALE,26,1,Non-fatal,NA,Incident Report,"700 Race St 8414., New Orleans, LA",LOWER GARDEN DISTRICT,18708
A-25740-18,2,Fern St & Olive St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),1/22/2018 22:19,NA,NA,NA,NA,NA,2,INTERVIEW,BLACK,FEMALE,41,2,Non-fatal,NA,Incident Report,"Fern St & Olive St., New Orleans, LA",NA,NA
H-33948-18,2,18XX Eagle St,CLOSED,103,DISTURBANCE,8/26/2018 21:45,54 153,CRIMINAL TRESPASS,BLACK,MALE,40,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"1800 Eagle St., New Orleans, LA",LEONIDAS,21271
L-11326-18,4,14XX Hero Bd,OPEN,103,DISTURBANCE,12/9/2018 15:40,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,52,2,Non-fatal,NA,Incident Report,"1400 Hero Bd., New Orleans, LA",FISCHER DEV,9467
G-19489-18,1,21XX D'Abadie St,OPEN,21,MISCELLANEOUS INCIDENT,7/9/2018 12:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,MALE,44,1,Non-fatal,NA,Incident Report,"2100 D'Abadie St., New Orleans, LA",SEVENTH WARD,23878
H-37422-18,7,67XX Tara Ln,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,8/29/2018 3:13,14 55,AGG. CRIMINAL DAMAGE,NA,NA,NA,1,VICTIM,BLACK,FEMALE,31,1,Non-fatal,NA,Incident Report,"6700 Tara Ln., New Orleans, LA",WEST LAKE FOREST,25071
J-32186-18,2,62XX S Claiborne Av,OPEN,21,MISCELLANEOUS INCIDENT,10/26/2018 8:05,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,MALE,29,1,Non-fatal,NA,Incident Report,"6200 S Claiborne Av., New Orleans, LA",AUDUBON,37946
E-00300-18,6,23XX Marengo St,OPEN,24,MEDICAL,5/1/2018 8:21,NA,NA,NA,NA,NA,NA,INTERVIEW,WHITE,FEMALE,34,2,Non-fatal,NA,Incident Report,"2300 Marengo St., New Orleans, LA",MILAN,21588
J-27717-18,7,123XX N I-10 Service Rd 3014,OPEN,103D,DISTURBANCE (DOMESTIC),10/22/2018 16:20,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,22,1,Non-fatal,NA,Incident Report,"12300 N I-10 Service Rd 3014., New Orleans, LA",READ BLVD EAST,21863
S-00084-18,8,2XX Carondelet St 70130,OPEN,67,THEFT,7/13/2018 5:00,14 67.16,IDENTITY THEFT,NA,NA,NA,1,VICTIM,WHITE,MALE,31,1,Non-fatal,NA,Incident Report,"200 Carondelet St 70130., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
K-36878-18,6,24XX Saint Andrew St,OPEN,103D,DISTURBANCE (DOMESTIC),11/28/2018 7:45,NA,NA,NA,NA,NA,NA,INTERVIEW,WHITE,MALE,28,1,Non-fatal,NA,Incident Report,"2400 Saint Andrew St., New Orleans, LA",CENTRAL CITY,35385
F-06669-18,7,Michoud Bd & I-10 E Onramp,CLOSED,21R,OUT OF PARISH VEHICLE RECOVERY,6/6/2018 10:53,14 68.4,UNAUTHORIZED USE OF A MOTOR VEHICLE,NA,NA,NA,1,VICTIM,NA,FEMALE,37,1,Non-fatal,NA,Incident Report,"Michoud Bd & I-10 E Onramp., New Orleans, LA",VILLAGE DE LEST,25445
G-26766-18,4,22XX Cobblestone St,OPEN,64G,ARMED ROBBERY (GUN),7/21/2018 23:45,NA,NA,NA,NA,NA,NA,VICTIM,BLACK,FEMALE,35,1,Non-fatal,NA,Supplemental Report,"2200 Cobblestone St., New Orleans, LA",BEHRMAN,25562
C-13466-18,5,Florida Av & Delery St,OPEN,56,SIMPLE CRIMINAL DAMAGE,3/11/2018 21:27,14 94,ILLEGAL USE OF WEAPONS,NA,NA,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"Florida Av & Delery St., New Orleans, LA",NA,NA
B-17935-18,1,4XX N Broad St,OPEN,21,MISCELLANEOUS INCIDENT,2/15/2018 9:17,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,24,1,Non-fatal,NA,Incident Report,"400 N Broad St., New Orleans, LA",TULANE - GRAVIER,17445
G-30385-18,4,36XX Macarthur Bd,CLOSED,966,DRUG LAW VIOLATION,7/24/2018 21:43,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,MALE,29,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"3600 Macarthur Bd., New Orleans, LA",BEHRMAN,25562
K-11133-18,6,22XX Rev John Raphael Jr C,OPEN,103D,DISTURBANCE (DOMESTIC),11/9/2018 9:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,25,2,Non-fatal,NA,Incident Report,"2200 Rev John Raphael Jr C., New Orleans, LA",CENTRAL CITY,35385
B-21900-18,6,29XX Josephine St,OPEN,35,SIMPLE BATTERY,2/18/2018 14:53,14 35,SIMPLE BATTERY,HISPANIC,MALE,NA,1,VICTIM,HISPANIC,MALE,30,1,Non-fatal,NA,Incident Report,"2900 Josephine St., New Orleans, LA",CENTRAL CITY,35385
E-35418-18,7,73XX Ligustrum Dr,OPEN,103D,DISTURBANCE (DOMESTIC),5/28/2018 17:38,NA,NA,NA,NA,NA,NA,REPORTING PERSON,NA,NA,NA,1,Non-fatal,NA,Incident Report,"7300 Ligustrum Dr., New Orleans, LA",LITTLE WOODS,44947
I-35178-18,5,11XX Poland Av,OPEN,21,MISCELLANEOUS INCIDENT,9/28/2018 9:37,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,22,1,Non-fatal,NA,Incident Report,"1100 Poland Av., New Orleans, LA",BYWATER,25185
H-17567-18,7,101XX Dwyer Rd,CLOSED,67,THEFT,8/14/2018 10:45,54 186,THEFT,BLACK,MALE,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Supplemental Report,"10100 Dwyer Rd., New Orleans, LA",READ BLVD EAST,21863
D-31559-18,6,40XX Magazine St,OPEN,103F,DISTURBANCE (FIGHT),4/26/2018 18:30,NA,NA,BLACK,FEMALE,18,2,VICTIM,BLACK,FEMALE,18,3,Non-fatal,NA,Incident Report,"4000 Magazine St., New Orleans, LA",EAST RIVERSIDE,8942
B-00521-18,7,74XX Dogwood Dr,CLOSED,37D,AGGRAVATED ASSAULT (DOMESTIC),2/1/2018 12:00,NA,NA,BLACK,MALE,20,2,VICTIM,BLACK,MALE,20,2,Non-fatal,NA,Incident Report,"7400 Dogwood Dr., New Orleans, LA",LITTLE WOODS,44947
D-21502-18,2,52XX Constance St,OPEN,93,CRUELTY TO A JUVENILE,4/18/2018 17:45,NA,NA,NA,NA,NA,NA,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"5200 Constance St., New Orleans, LA",WEST RIVERSIDE,15349
D-21207-18,8,8XX Bienville St,CLOSED,35,SIMPLE BATTERY,4/18/2018 13:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,FEMALE,38,1,Non-fatal,NA,Supplemental Report,"800 Bienville St., New Orleans, LA",FRENCH QUARTER,15172
E-33957-18,2,35XX Broadway St,OPEN,103D,DISTURBANCE (DOMESTIC),5/27/2018 10:50,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,34,1,Non-fatal,NA,Incident Report,"3500 Broadway St., New Orleans, LA",GERT TOWN,22081
L-01707-18,3,1XX S Olympia St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),12/1/2018 4:00,14 62,SIMPLE BURGLARY,NA,NA,NA,1,VICTIM,WHITE,MALE,23,1,Non-fatal,NA,Incident Report,"100 S Olympia St., New Orleans, LA",MID-CITY,29937
L-23445-18,8,6XX Chartres St,OPEN,67S,SHOPLIFTING,12/18/2018 14:30,14 67,THEFT,BLACK,MALE,NA,2,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"600 Chartres St., New Orleans, LA",FRENCH QUARTER,15172
I-05574-18,3,Mendez St & Music St,OPEN,67A,AUTO THEFT,9/5/2018 16:50,NA,NA,BLACK,FEMALE,NA,2,REPORTING PERSON,BLACK,MALE,64,1,Non-fatal,NA,Supplemental Report,"Mendez St & Music St., New Orleans, LA",MILNEBURG,14607
E-26282-18,5,13XX France St,OPEN,103D,DISTURBANCE (DOMESTIC),5/21/2018 14:25,NA,NA,NA,NA,NA,NA,VICTIM,WHITE,FEMALE,61,1,Non-fatal,NA,Incident Report,"1300 France St., New Orleans, LA",ST. CLAUDE,18616
G-19848-18,2,24XX Broadway St,OPEN,67A,AUTO THEFT,7/16/2018 0:00,NA,NA,NA,NA,NA,NA,VICTIM,WHITE,FEMALE,61,1,Non-fatal,NA,Supplemental Report,"2400 Broadway St., New Orleans, LA",MARLYVILLE - FONTAINEBLEAU,20273
G-06266-18,4,45XX Macarthur Bd 34,OPEN,103D,DISTURBANCE (DOMESTIC),7/6/2018 6:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,21,1,Non-fatal,NA,Incident Report,"4500 Macarthur Bd 34., New Orleans, LA",OLD AURORA,40130
I-06374-18,1,6XX S Galvez,OPEN,67F,THEFT BY FRAUD,9/6/2018 7:30,14 67.16,IDENTITY THEFT,NA,NA,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"600 S Galvez., New Orleans, LA",TULANE - GRAVIER,17445
D-20003-18,1,S Clark St & Baudin St,CLOSED,966,DRUG LAW VIOLATION,4/17/2018 15:45,54 505,SIMPLE POSSESSION OF MARIJUANA AND/OR SYNTHETIC CANNABINOIDS,BLACK,FEMALE,22,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"S Clark St & Baudin St., New Orleans, LA",NA,NA
L-02451-18,6,8th St & Magazine St,OPEN,65,SIMPLE ROBBERY,12/3/2018 3:30,NA,NA,BLACK,FEMALE,NA,2,INTERVIEW,WHITE,MALE,39,4,Non-fatal,NA,Incident Report,"8th St & Magazine St., New Orleans, LA",NA,NA
F-31022-18,1,26XX Aubry St A,OPEN,62,SIMPLE BURGLARY,6/25/2018 17:00,14 62,SIMPLE BURGLARY,NA,NA,NA,1,VICTIM,BLACK,MALE,58,1,Non-fatal,NA,Incident Report,"2600 Aubry St A., New Orleans, LA",SEVENTH WARD,23878
F-32104-18,3,55XX Milne Bd,OPEN,67B,BICYCLE THEFT,6/26/2018 14:00,NA,NA,NA,NA,NA,NA,VICTIM,WHITE,FEMALE,51,1,Non-fatal,NA,Incident Report,"5500 Milne Bd., New Orleans, LA",NAVARRE,13444
B-27159-18,6,11XX S Salcedo St,CLOSED,17F,FUGITIVE ATTACHMENT,2/22/2018 16:20,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,WHITE,MALE,41,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"1100 S Salcedo St., New Orleans, LA",GERT TOWN,22081
C-01225-18,1,5XX S Scott St,OPEN,56,SIMPLE CRIMINAL DAMAGE,3/1/2018 19:30,NA,NA,NA,NA,NA,1,VICTIM,WHITE,MALE,29,1,Non-fatal,NA,Supplemental Report,"500 S Scott St., New Orleans, LA",MID-CITY,29937
